,user_id,user_reviews_count,yelping_since,user_useful_reviews,fans,elite_count,compliment_count,months_since,final_score,text,user_review_useful_count,business_id,cool,review_id,date,user_review_stars,funny,sentiment_score,address,attributes,categories,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,business_review_count,business_review_stars,state
0,nkN_do3fJ9xekchVC-v68A,1327,10/12/2004,31788,1820,13,8800,162,8.376683475,"m not often a shoe shine guy, but when I",12,MNLeYDYT5Ajh7ioa4qpaYQ,12,b'OegHbCMK3fNRcJgaptl7IA',b'2013-04-09',5,7,13,3800 E Sky Harbor Blvd,{'BusinessAcceptsCreditCards': False},"['Local Services', 'Shoe Shine', 'Shoe Repair']",Phoenix,{},1,33.4352284,-111.99782730000001,Goodfellows Shoe Shine,,85073,7,4.0,AZ
1,nkN_do3fJ9xekchVC-v68A,1327,10/12/2004,31788,1820,13,8800,162,8.376683475,"ll appreciate the decent food options, free WiFi, and ample seating before you pass through security (but alas, not so great after). The security line is hit or miss. Last time I got called out for hair product (Bumble and Bumble, I",12,JmI9nslLD7KZqRr__Bg6NQ,7,b'w6HZx1iXOJ1lJKqktjFpow',b'2010-10-28',4,7,12,"3400 E Sky Harbor Blvd, Ste 3300",{'WiFi': 'free'},"['Hotels & Travel', 'Airports']",Phoenix,"{'Monday': '0:00-0:00', 'Tuesday': '0:00-0:00', 'Friday': '0:00-0:00', 'Wednesday': '0:00-0:00', 'Thursday': '0:00-0:00', 'Sunday': '0:00-0:00', 'Saturday': '0:00-0:00'}",1,33.4359431,-112.011026,Phoenix Sky Harbor International Airport,,85034,2215,3.0,AZ
2,nkN_do3fJ9xekchVC-v68A,1327,10/12/2004,31788,1820,13,8800,162,8.376683475,"t get Benny, but another Ridesmart affiliated driver. He showed up on time and his car was clean and comfortable. The driver",8,qvcTT-9NALbrmstHkq3HjQ,4,b'SExQ_CnKIavok_ncy5Qtaw',b'2010-08-25',4,4,6,,{},"['Transportation', 'Town Car Service', 'Airport Shuttles', 'Hotels & Travel', 'Taxis', 'Limos']",Phoenix,"{'Monday': '6:00-22:00', 'Tuesday': '6:00-22:00', 'Friday': '6:00-22:00', 'Wednesday': '6:00-22:00', 'Thursday': '6:00-22:00', 'Sunday': '6:00-22:00', 'Saturday': '6:00-22:00'}",1,33.448263,-112.073821,RideSmart Sedan Services,,85008,13,3.5,AZ
3,om5ZiponkpRqUNa3pVPiRg,2578,1/18/2006,83693,842,12,8940,147,8.312731151,Jared M (who some of you may know by Gabi K\,5,pTZ4u-sEQr-yHq2Cl4EMEw,5,b'p2nev3LRLCan027vTiv9bg',b'2009-02-23',4,3,38,5200 E Camelback Rd,"{'Alcohol': 'full_bar', 'HasTV': False, 'NoiseLevel': 'quiet', 'RestaurantsAttire': 'dressy', 'BusinessAcceptsCreditCards': True, 'Music': {'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}, 'Ambience': {'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsGoodForGroups': True, 'BYOBCorkage': 'yes_corkage', 'Caters': False, 'WiFi': 'free', 'RestaurantsReservations': True, 'BYOB': False, 'BusinessAcceptsBitcoin': False, 'BikeParking': False, 'Corkage': True, 'RestaurantsTakeOut': False, 'GoodForKids': False, 'HappyHour': True, 'GoodForDancing': False, 'RestaurantsTableService': True, 'OutdoorSeating': True, 'RestaurantsPriceRange2': 3, 'RestaurantsDelivery': False, 'BestNights': {'monday': False, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': True}, 'CoatCheck': True, 'Smoking': 'no', 'WheelchairAccessible': True}","['Lounges', 'Tapas/Small Plates', 'American (Traditional)', 'Cocktail Bars', 'Bars', 'American (New)', 'Breakfast & Brunch', 'Mediterranean', 'Nightlife', 'Restaurants']",Phoenix,"{'Monday': '11:00-14:00', 'Tuesday': '11:00-14:00', 'Friday': '11:00-14:00', 'Wednesday': '11:00-14:00', 'Thursday': '11:00-14:00', 'Sunday': '11:00-14:00', 'Saturday': '11:00-14:00'}",1,33.50467458,-111.96855759999998,T Cook's,,85018,313,4.0,AZ
4,om5ZiponkpRqUNa3pVPiRg,2578,1/18/2006,83693,842,12,8940,147,8.312731151,s for lunch.\n\nI was leading towards ordering a fresh fruit bowl or maybe even a yogurt parfait when Gabi started raving about their tuna that,10,r69MorklzaPdxGySgNA19g,10,b'Ot7PTNgDJCIBpOJRl0LKUQ',b'2008-10-22',4,11,33,5053 N 44th St,"{'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'free', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': True, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'RestaurantsTableService': True, 'RestaurantsDelivery': True, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsTakeOut': True, 'BYOBCorkage': 'no', 'GoodForKids': True, 'WheelchairAccessible': True, 'Alcohol': 'none'}","['Breakfast & Brunch', 'Restaurants']",Phoenix,"{'Monday': '6:00-15:00', 'Tuesday': '16:00-22:00', 'Friday': '6:00-15:00', 'Wednesday': '16:00-22:00', 'Thursday': '6:00-15:00', 'Sunday': '6:00-15:00', 'Saturday': '6:00-15:00'}",0,33.5106537,-111.9866156,Taylor's Cafe,,85018,74,3.5,AZ
5,om5ZiponkpRqUNa3pVPiRg,2578,1/18/2006,83693,842,12,8940,147,8.312731151,When fellow yelper Gabi M and I find ourselves in San Francisco we\,5,hy5bDUPEODQ4ESiHHMu9aQ,1,b'FAmvZv2bpuZxzfo0ehtmhA',b'2015-01-28',5,1,21,3802 E Indian School Rd,"{'BusinessAcceptsCreditCards': True, 'GoodForKids': False, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BikeParking': True, 'ByAppointmentOnly': False}","['Fitness & Instruction', 'Cycling Classes', 'Active Life', 'Yoga', 'Spin Classes']",Phoenix,"{'Monday': '6:00-20:30', 'Tuesday': '6:00-20:30', 'Friday': '6:00-18:00', 'Wednesday': '6:00-20:30', 'Thursday': '6:00-20:30', 'Sunday': '8:00-14:30', 'Saturday': '8:00-14:30'}",1,33.49545265,-112.0000548,The Madison Improvement Club,,85018,102,4.5,AZ
6,om5ZiponkpRqUNa3pVPiRg,2578,1/18/2006,83693,842,12,8940,147,8.312731151,"m starting to feel a special connection with Sam Fox just from eating at so many of his restaurants. One of his latest and greatest creations...NoRTH.\n\nApparently this used to be the location of a car wash, but you",1,wTjvgkUJMVWrYed9mXdQjg,1,b'7B1ycvSGNY-3VMOsATpTpQ',b'2012-05-11',4,0,21,"North Arcadia, 4925 N 40th St","{'RestaurantsTableService': True, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'Alcohol': 'full_bar', 'Caters': False, 'HasTV': True, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': True, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}}","['Italian', 'Restaurants', 'Pizza']",Phoenix,"{'Monday': '11:00-22:00', 'Tuesday': '11:00-22:00', 'Friday': '11:00-23:00', 'Wednesday': '11:00-22:00', 'Thursday': '11:00-22:00', 'Sunday': '10:00-22:00', 'Saturday': '10:00-23:00'}",1,33.50903108,-111.9949189,North Italia,,85018,601,4.0,AZ
7,om5ZiponkpRqUNa3pVPiRg,2578,1/18/2006,83693,842,12,8940,147,8.312731151,"s an AZ thing, but I had more wraps during my few days in Phoenix than I",6,UKmEEicyPHSiw3Nu-SrLMw,6,b'Gbn0w9gHwhywhY8-F2DYtw',b'2008-10-25',4,5,18,2022 N 7th St,"{'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'RestaurantsGoodForGroups': False, 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': True, 'BYOB': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'RestaurantsTableService': False, 'RestaurantsDelivery': False, 'RestaurantsTakeOut': True, 'BYOBCorkage': 'no', 'GoodForKids': True, 'WheelchairAccessible': True, 'Alcohol': 'none'}","['Restaurants', 'Sandwiches']",Phoenix,"{'Monday': '10:30-17:00', 'Tuesday': '10:30-17:00', 'Friday': '10:30-17:00', 'Wednesday': '10:30-17:00', 'Thursday': '10:30-17:00', 'Saturday': '10:30-15:00'}",0,33.4701393,-112.06543470000001,That's A Wrap,,85006,81,4.0,AZ
8,om5ZiponkpRqUNa3pVPiRg,2578,1/18/2006,83693,842,12,8940,147,8.312731151,"s all sorts of unique juice options on the menu and I opted for the Ginger Nojito, highly recommended by our waitress.  Liked it, a lot!  As for my main entr\xc3\xa9e it was a tough decision between the miso cod and the spaghetti squash casserole, but the squash was calling my way.  It was mixed with organic tomatoes, zucchini,  and lots of fresh mozzarella cheese. It was (almost) as tasty as a plate of spaghetti and definitely a lot healthier!\n\nRumor has it they may be opening other locations and I",5,XMMLRvV4IMxIGyc4H37LxA,6,b'XXi34EbzZUnTAT-vAX5IPw',b'2010-03-05',4,3,18,2502 E Camelback Rd,"{'RestaurantsTableService': True, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'DogsAllowed': True, 'Alcohol': 'full_bar', 'Caters': False, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': True, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'BusinessParking': {'garage': True, 'street': False, 'validated': True, 'lot': True, 'valet': True}}","['Restaurants', 'Salad', 'American (New)', 'Vegetarian', 'Vegan']",Phoenix,"{'Monday': '11:00-21:00', 'Tuesday': '11:00-21:00', 'Friday': '11:00-22:00', 'Wednesday': '11:00-21:00', 'Thursday': '11:00-21:00', 'Sunday': '10:00-21:00', 'Saturday': '10:00-22:00'}",1,33.51031415,-112.02768689999999,True Food Kitchen,,85016,1016,4.0,AZ
9,om5ZiponkpRqUNa3pVPiRg,2578,1/18/2006,83693,842,12,8940,147,8.312731151,When Gabi K suggested we stop at Pita Jungle for a bite to eat after a Yelp event I had images of Rainforest Cafe in my head.  I think it\,10,BgthHqiXot2s4Sd_xcI6DQ,9,b'y-CN07omfJpgSzDN26qgsg',b'2009-03-04',4,6,16,4340 E Indian School Rd,"{'Alcohol': 'beer_and_wine', 'HasTV': False, 'NoiseLevel': 'average', 'RestaurantsAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsGoodForGroups': True, 'BYOBCorkage': 'no', 'Caters': True, 'WiFi': 'no', 'RestaurantsReservations': False, 'BYOB': False, 'RestaurantsTableService': True, 'Corkage': False, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'BikeParking': True, 'OutdoorSeating': True, 'RestaurantsPriceRange2': 2, 'RestaurantsDelivery': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}","['Mediterranean', 'American (New)', 'Greek', 'Restaurants', 'Vegetarian']",Phoenix,"{'Monday': '10:30-22:00', 'Tuesday': '10:30-22:00', 'Friday': '10:30-22:00', 'Wednesday': '10:30-22:00', 'Thursday': '10:30-22:00', 'Sunday': '10:30-22:00', 'Saturday': '10:30-22:00'}",1,33.49573312,-111.9884419,Pita Jungle,,85018,346,4.0,AZ
